uniqueID,Year,"Player Name (Last Name, First Name)",Position,Height in Ft & In,Weight in lbs,Standing vertical Jump,Maximum Vertical Jump (with steps),three-quarter court sprint,lane agility drill,Bench Press test,Drafted?
618,2015,"Grant, Jerian",PG,"6'3""",198,,,,,,Yes
619,2015,"Hanlan, Olivier",PG-SG,"6'3""",185.8,28,34,3.25,11.41,19,Yes
620,2015,"Harrell, Montrezl",PF,"6'7""",253.4,,,,,,Yes
621,2015,"Harrison, Aaron",SG,"6'4""",209.2,28.5,34.5,3.27,,1,No
622,2015,"Harrison, Andrew",PG,"6'4""",213.2,26.5,33,3.34,11.2,,Yes
623,2015,"Harvey, Tyler",SG,"6'3""",181.4,26,28.5,3.44,10.56,1,Yes
624,2015,"Hawkins, Corey",SG-PG,"6'1""",191.8,28.5,34,3.51,10.81,9,No
625,2015,"Hollis-Jefferson, Rondae",SF,"6'6""",210.8,32,38,3.12,10.41,13,No
626,2015,"Holmes, Jonathan",PF-SF,"6'8""",242.2,25.5,31,3.51,10.95,,No
627,2015,"Holmes, Richaun",PF,"6'8""",242.8,32.5,36,3.32,11.24,15,Yes
628,2015,"Hunter, R.J.",SG,"6'4""",185,27.5,33.5,3.26,10.87,1,No
629,2015,"Hunter, Vince",PF,"6'7""",208.4,33.5,37.5,3.26,11.19,13,No
630,2015,"Johnson, Dakari",C,"6'11""",264.6,22.5,25,3.62,11.76,4,Yes
631,2015,"Johnson, Stanley",SF,"6'5""",241.8,,,,,,Yes
632,2015,"Jones, Tyus",PG,"6'0""",184.6,26.5,32.5,3.32,11.84,2,Yes
633,2015,"Kaminsky, Frank",C-PF,"6'12""",231.2,,,,,,Yes
634,2015,"Looney, Kevon",PF,"6'8""",222.4,,,,,,Yes
635,2015,"Lyles, Trey",PF,"6'9""",241.2,,,,,,Yes
636,2015,"Martin, Jarell",PF,"6'8""",238.6,28.5,35,3.27,11.2,19,Yes
637,2015,"McConnell, TJ",PG,"6'0""",187.8,26,31.5,3.3,10.95,7,No
638,2015,"McCullough, Chris",PF,"6'8""",199,,,,,,Yes
639,2015,"Mickey, Jordan",PF,"6'7""",238,33,37.5,3.28,11.72,9,Yes
640,2015,"Nance, Larry",PF,"6'8""",226.6,29,37.5,3.25,10.93,10,No
641,2015,"Oubre, Kelly",SF-SG,"6'6""",202.8,34.5,37,3.32,11.09,7,No
642,2015,"Payne, Cameron",PG,"6'1""",182.8,29.8,35.5,3.28,10.9,0,Yes
643,2015,"Petteway, Terran",SG,"6'5""",209.2,25,31,3.32,10.91,15,No
644,2015,"Portis, Bobby",PF,"6'10""",246.2,25,31.5,3.56,11.78,5,Yes
645,2015,"Powell, Norman",SG,"6'3""",215.4,32.5,40.5,3.2,10.69,5,Yes
646,2015,"Qualls, Michael",SG-SF,"6'4""",201.4,34,39.5,3.18,11.88,9,No
647,2015,"Randle, Chasson",PG,"6'0""",178.8,33.5,39.5,3.2,10.63,6,No
648,2015,"Rozier, Terry",PG-SG,"6'0""",190.2,33,38,3.15,10.84,7,Yes
649,2015,"Russell, D?Angelo",PG-SG,"6'3""",193.4,,,,,,No
650,2015,"Sykes, Keifer",PG,"5'10""",167.2,34,43,3.13,10.47,8,No
651,2015,"Thornton, Marcus",PG-SG,"6'2""",177.4,34.5,43,3.02,10.78,3,Yes
652,2015,"Tokoto, J.P.",SF-SG,"6'5""",195.8,34.5,40,3.27,10.97,12,No
653,2015,"Turner, Myles",C-PF,"6'10""",238.6,,,,,,Yes
654,2015,"Upshaw, Robert",C,"6'11""",258.2,,,,,,No
655,2015,"Vaughn, Rashad",SG,"6'4""",198.6,28,34,3.21,11.4,5,Yes
656,2015,"Walker, Chris",PF,"6'9""",208,30.5,37,3.35,11.25,6,No
657,2015,"Wells, Dez",SG,"6'3""",208.8,31.5,39,3.2,10.56,15,No
658,2015,"Williams, Alan",PF,"6'7""",261.4,25.5,28.5,3.5,12.26,8,No
659,2015,"Winslow, Justise",SF,"6'4""",221.8,,,,,,Yes
660,2015,"Wood, Christian",PF,"6'9""",216,,,,,,No
661,2015,"Wright, Delon",PG,"6'4""",181.4,29.5,31,3.29,11.16,4,Yes
662,2014,"Adams, Jordan",SG,"6'4""",208.8,24.5,29.5,3.5,12.13,,Yes
663,2014,"Anderson, Kyle",SF,"6'8""",230.1,,,,,,Yes
664,2014,"Antetokounmpo, Thanasis",SF,"6'5""",205.2,31.5,39.5,3.18,11.39,,Yes
665,2014,"Bachynski, Jordan",PF,"7'1""",254.1,29,33,3.36,12.15,,No
666,2014,"Bairstow, Cameron",PF,"6'9""",252.4,31,33.5,3.37,11.39,,Yes
667,2014,"Birch, Khem",PF,"6'8""",208.8,30.5,35.5,3.26,11.6,,No
668,2014,"Brown, Alec",PF,"7'0""",231.2,27,30,3.48,12.05,,Yes
669,2014,"Brown, Jabari",SG,"6'3""",201.9,28,32,3.5,11.6,,No
670,2014,"Brown, Markel",SG,"6'2""",184.4,36.5,43.5,3.18,12.62,,Yes
671,2014,"Burton, Deonte",PG,"6'0""",192.8,29,39.5,3.28,11.28,,No
672,2014,"Christon, Semaj",PG,"6'2""",186,30.5,36.5,3.32,11.55,,Yes
673,2014,"Clarkson, Jordan",PG,"6'3""",186.3,33,38.5,3.28,10.76,,Yes
674,2014,"Craft, Aaron",PG,"6'1""",191.6,29,32,3.26,10.78,,No
675,2014,"Daniels, DeAndre",SF,"6'7""",196,26.5,32,3.44,11.46,,Yes
676,2014,"Dinwiddie, Spencer",PG,"6'4""",204.9,,,,,,Yes
677,2014,"Early, Cleanthony",SF,"6'6""",209.4,34,40,3.18,11.15,,Yes
678,2014,"Ejim, Melvin",SF,"6'5""",218.5,29.5,35,3.14,11.55,,No
679,2014,"Ennis, Tyler",PG,"6'1""",181.5,29,36,3.3,11.12,,Yes
680,2014,"Exum, Dante",SG,"6'4""",196.3,31.5,34.5,3.19,10.75,,Yes
681,2014,"Fair, C.J.",SF,"6'6""",218.1,27,35,3.32,11,,No
682,2014,"Gordon, Aaron",PF,"6'8""",220.1,32.5,39,3.27,10.81,,Yes
683,2014,"Grant, Jerami",SF,"6'6""",214,,,,,,Yes
684,2014,"Hairston, P.J.",SG,"6'4""",228.8,32,37,3.32,11.12,,No
685,2014,"Harris, Gary",SG,"6'2""",204.8,,,,,,Yes
686,2014,"Harris, Joe",SG,"6'5""",215,28.5,33.5,3.31,11.11,,Yes
687,2014,"Hood, Rodney",SF,"6'7""",208.2,29,36,3.38,11.21,,Yes
688,2014,"Jefferson, Cory",PF,"6'8""",218.4,33,37.5,3.36,12.63,,Yes
689,2014,"Johnson, Nick",SG,"6'2""",198,33.5,41.5,3.27,10.8,,Yes
690,2014,"Kilpatrick, Sean",SG,"6'2""",218.7,,,,,,No
691,2014,"Kirk, Alex",PF,"6'9""",252,28.5,31.5,3.48,11.2,,No
692,2014,"LaVine, Zach",PG,"6'4""",180.9,33.5,41.5,3.19,10.42,,Yes
693,2014,"Marble, Devyn",SG,"6'5""",192.4,29,35,3.28,11.32,,Yes
694,2014,"McAdoo, James",PF,"6'8""",227.6,29.5,34,3.28,11.61,,No
695,2014,"McDaniels, K.J.",SF,"6'4""",195.6,33,37,3.1,12.71,,No
696,2014,"McDermott, Doug",SF,"6'6""",218,28.5,36.5,3.29,11.1,,Yes
697,2014,"McRae, Jordan",SG,"6'4""",179.4,27.5,34.5,3.39,11.07,,Yes
698,2014,"Napier, Shabazz",PG,"5'11""",175.2,30.5,37.5,3.2,11.6,,Yes
699,2014,"O?Bryant III, Johnny",PF,"6'7""",256.8,31,35.5,3.45,11.57,,No
700,2014,"Patterson, Lamar",SG,"6'4""",226,27.5,32.5,3.45,11.63,,Yes
701,2014,"Payne, Adreian",PF,"6'9""",238.5,,,,,,Yes
702,2014,"Payton, Elfrid",PG,"6'2""",185.4,31.5,35.5,3.23,11.06,,Yes
703,2014,"Powell, Dwight",PF,"6'10""",234.4,28.5,35,3.2,11.28,,Yes
704,2014,"Randle, Julius",PF,"6'8""",249.7,29,35.5,3.27,11.45,,Yes
705,2014,"Robinson III, Glenn",SF,"6'6""",211.4,36.5,41.5,3.15,11.22,,No
706,2014,"Ross, LaQuinton",SF,"6'6""",238.7,25,31,3.44,11.97,,No
707,2014,"Smart, Marcus",PG,"6'2""",227.2,33,36,3.26,10.82,,Yes
708,2014,"Smith, Russ",PG,"5'12""",160,29.5,34,3.27,11.57,,Yes
709,2014,"Stauskas, Nik",SG,"6'5""",206.9,29,35.5,3.27,10.79,,Yes
710,2014,"Stokes, Jarnell",PF,"6'7""",262.8,31,36,3.26,11.92,,Yes
711,2014,"Thames, Xavier",PG,"6'2""",187,29,32.5,3.48,11.48,,Yes
712,2014,"Vonleh, Noah",PF,"6'8""",247.1,31,37,3.28,11.45,,Yes
713,2014,"Warren, T.J.",SF,"6'7""",220.2,27,35.5,3.26,11.1,,No
714,2014,"Wilcox, C.J.",SG,"6'4""",201,31,37.5,3.22,11.3,,No
715,2014,"Williams, Kendall",PG,"6'2""",183,27,33,,10.83,,No
716,2014,"Young, James",SG,"6'5""",213.3,28,35.5,,,,Yes
717,2014,"Young, Patric",PF,"6'8""",246.8,32,37.5,3.43,11.18,,No
718,2013,"Adams, Steven",C,"6'11""",254.5,28.5,33,3.4,11.85,16,Yes
719,2013,"Blue, Vander",SG,"6'4""",197.4,28,37.5,3.14,10.4,4,No
720,2013,"Brown, Lorenzo",PG,"6'4""",189.2,28,34,3.4,11.78,8,Yes
721,2013,"Bullock, Reggie",SG-SF,"6'6""",199.8,31,36.5,3.31,11.33,11,Yes
722,2013,"Burke, Trey",PG,"5'12""",187,29.5,36.5,3.16,11.2,3,Yes
723,2013,"Caldwell-Pope, Kentavious",SG,"6'4""",203.6,29,34.5,3.12,10.6,7,No
724,2013,"Canaan, Isaiah",PG,"5'11""",188.4,33,40.5,3.22,10.98,16,Yes
725,2013,"Carmichael, Jackie",PF,"6'8""",241.2,30,32,3.35,11.83,13,No
726,2013,"Carter-Williams, Michael",PG,"6'5""",184.4,31.5,41,3.22,10.68,8,No
727,2013,"Clyburn, Will",SF-SG,"6'6""",210.4,28,34.5,3.38,11.68,3,No
728,2013,"Covington, Robert",SF-PF,"6'6""",208.6,29.5,36,3.34,11.69,9,No
729,2013,"Crabbe, Allen",SG,"6'5""",197.4,30.5,36,3.32,10.67,10,Yes
730,2013,"Curry, Seth",SG,"6'1""",179.2,,,,,,No
731,2013,"Davies, Brandon",PF,"6'8""",241.8,26,31.5,3.5,11.22,7,No
732,2013,"Dedmon, Dewayne",C,"6'10""",238.8,28,32.5,3.4,12.75,8,No
733,2013,"Dieng, Gorgui",C,"6'10""",229.6,,,,,,Yes
734,2013,"Ennis, James",SF,"6'6""",200.8,29.5,36.5,3.4,11.55,7,No
735,2013,"Felix, Carrick",SF-SG,"6'5""",202.6,32,38.5,3.25,11.16,15,Yes
736,2013,"Franklin, Jamaal",SG-SF,"6'4""",190.8,,,,,,Yes
737,2013,"Gobert, Rudy",C,"7'0""",237.6,25,29,3.57,12.85,7,Yes
738,2013,"Goodwin, Archie",SG,"6'4""",189,30,36,3.27,10.75,1,Yes
739,2013,"Green, Erick",PG,"6'2""",178.2,,,,,5,Yes
740,2013,"Hardaway Jr., Tim",SG,"6'4""",199.4,31.5,37.5,3.25,10.68,16,No
741,2013,"Hill, Solomon",SF,"6'6""",226,29.5,37.5,3.19,10.77,14,Yes
742,2013,"Howell, Richard",PF,"6'6""",249.6,,,,,,No
743,2013,"Iverson, Colton",C,"6'10""",262.8,26.5,30,3.52,11.52,12,Yes
744,2013,"Jackson, Pierre",PG,"5'10""",176,,,,,,Yes
745,2013,"Jerrett, Grant",PF,"6'9""",232,28.5,34,3.51,11.85,2,Yes
746,2013,"Kabongo, Myck",PG,"6'1""",180.4,27.5,33.5,3.44,10.64,2,No
747,2013,"Kadji, Kenny",PF-C,"6'9""",241.6,34,38,3.44,11.47,9,No
748,2013,"Kelly, Ryan",PF,"6'10""",228,,,,,,Yes
749,2013,"Larkin, Shane",PG,"5'10""",170.8,34.5,44,3.08,10.64,12,Yes
750,2013,"Ledo, Ricky",SG,"6'5""",197.2,27,33.5,3.32,10.72,4,Yes
751,2013,"Len, Alex",C,,,,,,,,Yes
752,2013,"Leslie, CJ",PF-SF,"6'8""",209.2,32.5,40.5,3.1,10.19,,No
753,2013,"Mbakwe, Trevor",PF,"6'7""",235.8,30,36.5,3.32,12.01,21,No
754,2013,"McCallum, Ray",PG,"6'0""",191.4,30.5,40,3.25,10.82,5,Yes
755,2013,"McCollum, CJ",PG-SG,"6'2""",197,32,38.5,3.32,11.02,13,Yes
756,2013,"McLemore, Ben",SG,"6'4""",189.2,32.5,42,3.27,11.87,6,Yes
757,2013,"Mitchell, Tony",PF-SF,"6'8""",236.4,33.5,38,3.52,11.82,13,Yes
758,2013,"Muhammad, Shabazz",SF-SG,"6'5""",221.8,29.5,37,3.32,10.99,10,Yes
759,2013,"Murphy, Erik",PF,"6'9""",239.8,24.5,29.5,3.57,12.19,13,Yes
760,2013,"Muscala, Mike",C-PF,"6'10""",230.2,28,33.5,3.44,11.76,5,Yes
761,2013,"Noel, Nerlens",C,"6'10""",206.4,,,,,,Yes
762,2013,"Oladipo, Victor",SG,"6'3""",213.2,33,42,3.25,10.69,15,Yes
763,2013,"Olynyk, Kelly",PF-C,"6'11""",234,24.5,29.5,3.59,11.42,5,Yes
764,2013,"Paul, Brandon",SG,"6'3""",201,33.5,39.5,3.37,11.16,15,No
765,2013,"Pelle, Norvel",PF-C,"6'10""",207.2,31,34.5,3.32,11.49,0,No
766,2013,"Plumlee, Mason",C-PF,"6'11""",238.2,30.5,36,3.29,10.89,14,Yes
767,2013,"Porter, Otto",SF,"6'8""",197.6,27,36,3.4,11.25,9,No
768,2013,"Pressey, Phil",PG,"5'10""",177,33,38.5,3.13,10.86,7,No
769,2013,"Rice, Glen",SF-SG,"6'4""",210.8,33,40.5,3.25,10.99,10,No
770,2013,"Roberson, Andre",PF-SF,"6'6""",205.8,30,36.5,3.34,11.36,10,Yes
771,2013,"Schroder, Dennis",PG,"6'1""",164.8,30,34,3.21,11.09,1,No
772,2013,"Siva, Peyton",PG,"5'12""",180.6,33.5,41.5,3.16,10.59,15,Yes
773,2013,"Snell, Tony",SF-SG,"6'6""",198.2,30,36.5,3.25,11.36,7,Yes
774,2013,"Southerland, James",SF-PF,"6'7""",220.6,29,32,3.38,10.9,5,No
775,2013,"Thomas, Adonis",SF,"6'5""",231.8,34.5,40.5,3.32,11.64,13,No
776,2013,"Thomas, Deshaun",SF,"6'5""",219.8,28.5,32,3.53,12.94,5,Yes
777,2013,"Withey, Jeff",C,"6'11""",221.8,26.5,29,3.47,12.49,10,Yes
778,2013,"Wolters, Nate",PG,"6'4""",196.4,,,,,8,Yes
779,2013,"Young, BJ",SG-PG,"6'2""",178.8,,,,,,No
780,2013,"Zeller, Cody",C-PF,"6'11""",230,35.5,37.5,3.15,10.82,17,Yes
781,2012,"Acy, Quincy",PF,"6'6""",223.8,32,37,3.28,10.48,13,Yes
782,2012,"Barnes, Harrison",SF-SG,"6'7""",227.8,38,39.5,3.16,10.93,15,Yes
783,2012,"Barton, Will",SG-SF,"6'5""",174.4,30,34,3.6,12.5,0,Yes
784,2012,"Beal, Bradley",SG,"6'3""",201.8,33,39,3.28,10.95,8,Yes
785,2012,"Brown, J'Covan",PG,"6'1""",202.4,26,29.5,3.47,11.68,3,No
786,2012,"Buford, William",SG-SF,"6'4""",214.6,27.5,32.5,3.43,11.4,8,No
787,2012,"Crowder, Jae",SF,"6'5""",241.2,31,34.5,3.37,11.45,20,Yes
788,2012,"Cunningham, Jared",SG-PG,"6'4""",187.6,,,,,4,Yes
789,2012,"Davis, Anthony",PF-C,"6'9""",221.8,,,,,,Yes
790,2012,"Denmon, Marcus",SG,"6'2""",188.2,33.5,40,3.19,10.82,8,Yes
791,2012,"Drummond, Andre",C,"6'10""",278.6,31.5,33.5,3.39,10.83,10,Yes
792,2012,"English, Kim",SG,"6'4""",192,29,36.5,3.33,10.59,,Yes
793,2012,"Ezeli, Festus",C-PF,"6'10""",264.2,34,33.5,3.29,12.35,18,Yes
794,2012,"Gordon, Drew",PF,"6'8""",239,29,34,3.49,11.35,10,No
795,2012,"Green, Draymond",PF-SF,"6'6""",235.6,28,33,3.4,11.01,9,Yes
796,2012,"Green, JaMychal",PF,"6'8""",217.4,29.5,32.5,3.38,10.63,19,No
797,2012,"Harkless, Maurice",SF,"6'7""",206.6,32.5,37,3.25,10.87,5,Yes
798,2012,"Henson, John",PF,"6'9""",216,25.5,30,,,5,Yes
799,2012,"Holloway, Tu",PG,"5'10""",186.8,28,35,3.42,11,12,No
800,2012,"Hummel, Robbie",SF,"6'7""",218,27.5,30,3.41,11.56,13,Yes
801,2012,"James, Bernard",PF,"6'9""",229.8,30,32.5,3.4,11.84,6,Yes
802,2012,"Jenkins, John",SG,"6'3""",212,30.5,36.5,3.37,11.36,10,Yes
803,2012,"Johnson-Odom, Darius",SG,"6'2""",212,33.5,41.5,3.21,10.76,17,No
804,2012,"Johnson, Orlando",SG,"6'4""",223.8,32,39.5,3.25,10.98,13,Yes
805,2012,"Jones, Kevin",PF,"6'6""",251.2,27.5,32.5,3.6,11.94,17,No
806,2012,"Jones, Perry",PF-SF,"6'10""",233.8,33,38.5,3.19,11.31,11,Yes
807,2012,"Jones, Terrence",PF-SF,"6'8""",252,29.5,34.5,3.4,11.57,12,Yes
808,2012,"Joseph, Kris",SG,"6'6""",215,28.5,35,3.46,,6,Yes
809,2012,"Kidd-Gilchrist, Michael",SF,"6'6""",232.8,32,35.5,3.18,11.77,6,No
810,2012,"Lamb, Doron",SG-PG,"6'3""",199.4,29,33.5,3.41,11.12,2,Yes
811,2012,"Lamb, Jeremy",SG,"6'4""",179.2,31.5,38,3.25,10.98,5,Yes
812,2012,"Leonard, Meyers",C,"6'12""",249.8,30,32.5,3.41,11.34,19,Yes
813,2012,"Lillard, Damian",PG,"6'2""",188.8,34.5,39.5,3.34,11.15,13,Yes
814,2012,"Machado, Scott",PG,"6'1""",205.8,27,32.5,3.3,11.26,17,No
815,2012,"Marshall, Kendall",PG,"6'3""",198.4,31,37,3.23,12.03,,Yes
816,2012,"Melo, Fab",C,"6'11""",255,29.5,31,3.44,12.14,9,Yes
817,2012,"Middleton, Khris",SF,"6'7""",216.2,28,31,3.47,11.45,4,Yes
818,2012,"Miller, Darius",SF-SG,"6'6""",233.4,33,37,3.31,11.34,14,Yes
819,2012,"Miller, Quincy",SF,"6'9""",218.7,30.5,36,3.48,11.05,8,Yes
820,2012,"Moultrie, Arnett",PF,"6'10""",232.8,33.5,37.5,3.22,11.32,10,Yes
821,2012,"Murphy, Kevin",SG,"6'5""",194,31,36.5,3.42,10.97,11,Yes
822,2012,"Nicholson, Andrew",PF,"6'8""",234,28.5,30.5,3.67,11.89,10,Yes
823,2012,"O'Quinn, Kyle",PF,"6'8""",240.8,31.5,31.5,3.53,11.65,,No
824,2012,"Plumlee, Miles",PF-C,"6'10""",252.4,34,40.5,3.36,10.64,15,Yes
825,2012,"Rivers, Austin",SG-PG,"6'4""",202.8,32.5,37.5,3.32,11.54,1,Yes
826,2012,"Robinson, Thomas",PF,"6'8""",244.2,28.5,35.5,3.17,11.96,15,Yes
827,2012,"Ross, Terrence",SG-SF,"6'6""",196.6,31,37.5,3.28,11.78,2,Yes
828,2012,"Satoransky, Tomas",PG-SG,"6'6""",200.6,,,,,,No
829,2012,"Scott, Mike",PF,"6'7""",240.8,27,32.5,3.44,11.59,14,Yes
830,2012,"Sims, Henry",C-PF,"6'10""",241.2,26.5,29.5,3.44,12.33,7,No
831,2012,"Sullinger, Jared",PF,"6'8""",268.2,29.5,31,3.81,12.77,9,Yes
832,2012,"Taylor, Jeff",SF-SG,"6'6""",212.8,33.5,40,3.29,10.87,15,Yes
833,2012,"Taylor, Jordan",PG,"6'1""",192.8,33,36.5,3.19,10.57,14,No
834,2012,"Taylor, Tyshawn",PG,"6'3""",177,32,36.5,3.2,11.48,0,Yes
835,2012,"Teague, Marquis",PG,"6'1""",179.8,32.5,40.5,3.19,10.65,8,Yes
836,2012,"Thompson, Hollis",SF,"6'7""",206,28.5,36.5,3.38,11.72,6,No
837,2012,"Waiters, Dion",SG,"6'2""",221,,,,,,Yes
838,2012,"White, Royce",PF,"6'7""",260.6,,,,,,Yes
839,2012,"Wroten, Tony",PG,"6'5""",203.2,30,35.5,3.24,10.75,0,Yes
840,2012,"Zeller, Tyler",PF-C,"6'11""",247.4,30,34,3.4,11.13,16,Yes
841,2011,"Benson, Keith",C-PF,"6'10""",217,31.5,36,3.35,11.88,12,Yes
842,2011,"Brooks, Marshon",SG,"6'4""",194.6,34,38.5,3.09,10.74,5,Yes
843,2011,"Burks, Alec",SG,"6'5""",192.6,29,36,3.17,10.96,5,Yes
844,2011,"Butler, Jimmy",SF,"6'6""",222.2,32,39,3.15,11.12,14,Yes
845,2011,"Cole, Norris",PG,"6'0""",174.4,29.5,38.5,3.22,10.07,11,Yes
846,2011,"Diebler, Jon",SG,"6'5""",196.6,28,35,3.37,10.94,2,Yes
847,2011,"Dunigan, Michael",PF-C,"6'8""",237.6,29.5,34.5,3.27,11.85,10,No
848,2011,"Dunn, LaceDarius",SG,"6'3""",187.8,26.5,31,3.27,11.45,3,No
849,2011,"Faried, Kenneth",PF,"6'6""",224.6,30.5,35,3.26,11.35,16,Yes
850,2011,"Fredette, James",PG,"6'1""",196,28,33,3.21,10.42,14,No
851,2011,"Goudelock, Andrew",PG,"6'1""",197.6,32.5,37,3.1,10.33,4,Yes
852,2011,"Hamilton, Jordan",SF,"6'7""",228.4,25,32,3.3,11.47,7,Yes
853,2011,"Harper, Justin",PF-SF,"6'8""",228,28.5,33,3.3,11.92,19,Yes
854,2011,"Harris, Tobias",SF-PF,"6'6""",222.8,31.5,37.5,3.17,10.96,12,Yes
855,2011,"Honeycutt, Tyler",SF,"6'7""",186.8,30,37,3.07,11.68,,Yes
856,2011,"Hopson, Scotty",SG,"6'6""",204.6,32.5,36,3.18,10.47,10,No
857,2011,"Irving, Kyrie",PG,"6'2""",191,,,,,,Yes
858,2011,"Jackson, Rick",PF,"6'8""",241.8,28.5,33,3.26,11.51,9,No
859,2011,"Jenkins, Charles",PG-SG,"6'2""",216.4,29.5,34,3.18,11.68,16,Yes
860,2011,"Johnson, JaJuan",PF,"6'9""",219.8,33.5,38,3.14,11.21,15,Yes
861,2011,"Joseph, Cory",PG,"6'2""",186.2,27.5,35,3.27,10.75,5,Yes
862,2011,"Kanter, Enes",PF-C,"6'10""",259.2,26,32.5,3.26,11.3,14,No
863,2011,"Knight, Brandon",PG,"6'2""",176.8,29,37.5,3.07,10.74,10,Yes
864,2011,"Lee, Malcolm",SG,"6'4""",198.2,30,35.5,3.09,11.2,17,Yes
865,2011,"Leonard, Kawhi",SF,"6'6""",227.4,25.5,32,3.15,11.45,3,Yes
866,2011,"Leslie, Travis",SG,"6'3""",205,33,40.5,3.13,11,10,Yes
867,2011,"Leuer, Jon",PF,"6'10""",223.2,29.5,36.5,3.36,10.82,14,Yes
868,2011,"Liggins, DeAndre",SF-SG,"6'5""",202.2,27,31,3.33,,6,Yes
869,2011,"Lighty, David",SG,"6'5""",216.2,28.5,33,3.25,10.81,15,No
870,2011,"Mack, Shelvin",PG,"6'1""",209,32,39,3.18,11.23,17,Yes
871,2011,"McCamey, Demetri",PG,"6'2""",204,27,33,3.19,11.55,,No
872,2011,"Moore, E'Twaun",SG,"6'2""",191.4,32,34.5,3.31,11.12,,No
873,2011,"Morris, Darius",PG-SG,"6'3""",190,24.5,32,3.2,11,12,Yes
874,2011,"Morris, Marcus",PF-SF,"6'7""",229.6,29,33,3.15,,11,Yes
875,2011,"Morris, Markieff",PF,"6'8""",240.8,27,31.5,3.4,,11,Yes
876,2011,"Parsons, Chandler",SF,"6'9""",221.2,25.5,31.5,3.29,11.05,4,Yes
877,2011,"Richmond, Jereme",SF,"6'6""",207.2,27,33.5,3.02,11.74,0,No
878,2011,"Selby, Josh",SG-PG,"6'2""",194.6,29.5,42,3.2,11.13,5,Yes
879,2011,"Shumpert, Iman",PG-SG,"6'4""",221.8,36.5,42,3.18,11.1,18,Yes
880,2011,"Singler, Kyle",SF,"6'8""",228,23,30,3.21,11.22,10,Yes
881,2011,"Singleton, Chris",SF,"6'8""",230.2,30.5,37.5,3.09,11.33,15,Yes
882,2011,"Skeen, Jamie",PF,"6'6""",241.6,26,30.5,3.46,12.43,10,No
883,2011,"Smith, Gregory",PF-C,"6'8""",252.8,29.5,36,3.36,12.43,17,No
884,2011,"Smith, Nolan",PG,"6'2""",187.6,28.5,34,3.17,11.05,9,Yes
885,2011,"Thomas, Isaiah",PG,"5'9""",186,31.5,40,3.14,10.49,13,Yes
886,2011,"Thomas, Malcolm",PF,"6'8""",223,32,36.5,3.29,11.31,3,No
887,2011,"Thompkins, Trey",PF,"6'8""",239,27.5,30.5,3.41,11.72,15,Yes
888,2011,"Thompson, Klay",SG,"6'6""",205.6,26.5,31.5,3.24,10.99,5,Yes
889,2011,"Thompson, Tristan",PF,"6'8""",227.4,30,35,3.26,10.92,9,Yes
890,2011,"Tyler, Jeremy",PF-C,"6'9""",262.4,28,33.5,3.29,11.26,10,Yes
891,2011,"Vucevic, Nikola",PF-C,"6'10""",259.8,23.5,25,3.27,12.02,8,No
892,2011,"Walker, Kemba",PG,"5'12""",184,32,39.5,3.16,10.87,7,Yes
893,2011,"Williams, Derrick",PF-SF,"6'7""",248.4,29,34.5,3.23,11.03,19,Yes
894,2011,"Williams, Jordan",PF,"6'8""",247.2,25,30.5,3.45,12.74,10,Yes
895,2010,"Alabi, Solomon",C,"6'12""",237.4,22.5,26,3.68,13.2,10,Yes
896,2010,"Aldrich, Cole",C,"6'9""",236,23,28,3.35,11.48,10,Yes
897,2010,"Aminu, Al-Farouq",SF,"6'7""",216,27,33.5,3.3,11.29,13,No
898,2010,"Anderson, James",SF,"6'5""",207.6,30,35.5,3.19,11.86,14,Yes
899,2010,"Babbitt, Luke",SF-PF,"6'8""",217.8,29.5,37.5,3.4,10.98,15,Yes
900,2010,"Bledsoe, Eric",PG,"6'0""",191.6,,,,,9,Yes
901,2010,"Booker, Trevor",PF,"6'6""",235.8,31,36,3.1,11.15,22,Yes
902,2010,"Brackins, Craig",PF-SF,"6'8""",229,26,35,3.39,11.65,6,Yes
903,2010,"Bradley, Avery",SG-PG,"6'2""",180.4,31.5,37.5,3.14,11.47,2,Yes
904,2010,"Caracter, Derrick",PF,"6'8""",280,25,30.5,3.61,12.78,22,Yes
905,2010,"Collins, Sherron",PG,"5'10""",217.2,27.5,33,3.24,12.31,,No
906,2010,"Cousins, DeMarcus",C,"6'10""",291.8,23.5,27.5,3.55,11.4,,Yes
907,2010,"Crawford, Jordan",SG,"6'3""",198.4,31.5,34.5,3.37,11.03,7,Yes
908,2010,"Davis, Ed",PF,"6'9""",226.6,31,36,3.21,11.7,,Yes
909,2010,"Ebanks, Devin",SF,"6'7""",207.8,23.5,32,3.44,11.69,6,Yes
910,2010,"Favors, Derrick",PF,"6'9""",245.2,31.5,35.5,3.25,11.74,14,Yes
911,2010,"Gallon, Keith",PF-C,"6'8""",301.8,23.5,28.5,3.7,13.44,14,No
912,2010,"Garcia, Charles",SF,"6'8""",231.6,24.5,30.5,3.23,11.65,2,No
913,2010,"George, Paul",SF,"6'8""",214.4,,,,,4,Yes
914,2010,"Harangody, Luke",PF,"6'6""",240.2,24,28.5,3.41,11.83,23,Yes
915,2010,"Harris, Manny",SG,"6'4""",185.1,,,,,11,No
916,2010,"Hayward, Gordon",SF,"6'7""",211,30.5,34.5,3.22,11.73,10,Yes
